Area,Delay,Score,Current Run,Episode,Verilog
N/A,N/A,-1,43.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);
                          
  wire c1, c2, c3, c4, c5, c6, c7;
  
  full_adder FA1(sum[0], c1, in1[0], in2[0], cin);
  full_adder FA2(sum[1], c2, in1[1], in2[1], c1);
  full_adder FA3(sum[2], c3, in1[2], in2[2], c2);
  full_adder FA4(sum[3], c4, in1[3], in2[3], c3);
  full_adder FA5(sum[4], c5, in1[4], in2[4], c4);
  full_adder FA6(sum[5], c6, in1[5], in2[5], c5);
  full_adder FA7(sum[6], c7, in1[6], in2[6], c6);
  full_adder FA8(sum[7], cout, in1[7], in2[7], c7);
endmodule

eight_bit_adder eight_bit_adder_inst(.sum(sum),.cout(cout),.in1(in1),.in2(in2),.cin(cin));

endmodule"
N/A,N/A,-1,44.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);     
    wire [7:0] sum;
    wire cout;
    wire [7:0] in1;
    wire [7:0] in2;
    wire cin;
    
    CLA_8 CLA(sum, cout, in1, in2, cin);
    
endmodule
`timescale 1ns / 1ps
			
module CLA_8(output [7:0] sum,
					output cout,
					input [7:0] in1, in2,
					input cin);
	wire [7:0] G; short_adder_8(G, in1, in2);
	wire [7:0] P; short_adder_8(P, in1, in2);
	wire [7:0] C; short_adder_8(C, in1, in2);
	
	wire [7:0] G_Z;
	wire [7:0] P_Z;
	wire [7:0] C_Z;
	
	assign G_Z[0] = G[0] & C[0];
	assign G_Z[1] = G[1] & C[1];
	assign G_Z[2] = G[2] & C[2];
	assign G_Z[3] = G[3] & C[3];
	assign G_Z[4] = G[4] & C[4];
	assign G_Z[5] = G[5] & C[5];
	assign G_Z[6] = G[6] & C[6];
	assign G_Z[7] = G[7] & C[7];
	
	assign P_Z[0] = P[0] ^ C[0];
	assign P_Z[1] = P[1] ^ C[1];
	assign P_Z[2] = P[2] ^ C[2];
	assign P_Z[3] = P[3] ^ C[3];
	assign P_Z[4] = P[4] ^ C[4];
	assign P_Z[5] = P[5] ^ C[5];
	assign P_Z[6] = P[6] ^ C[6];
	assign P_Z[7] = P[7] ^ C[7];
	
	assign C_Z[0] = G_Z[0] | (P_Z[0] & C_Z[0]);
	assign C_Z[1] = G_Z[1] | (P_Z[1] & C_Z[1]);
	assign C_Z[2] = G_Z[2] | (P_Z[2] & C_Z[2]);
	assign C_Z[3] = G_Z[3] | (P_Z[3] & C_Z[3]);
	assign C_Z[4] = G_Z[4] | (P_Z[4] & C_Z[4]);
	assign C_Z[5] = G_Z[5] | (P_Z[5] & C_Z[5]);
	assign C_Z[6] = G_Z[6] | (P_Z[6] & C_Z[6]);
	assign C_Z[7] = G_Z[7] | (P_Z[7] & C_Z[7]);
	
	assign cout = G_Z[7] | (P_Z[7] & C_Z[7]);
	
	assign sum = P_Z ^ C_Z;
	
endmodule
`timescale 1ns / 1ps

module CLA_8_tb;
	reg [7:0] in1, in2;
	reg cin;
	wire [7:0] sum;
	wire cout;
	
	CLA_8 cla(sum, cout, in1, in2, cin);
	
	initial
	begin
		$dumpfile(""CLA_8_tb.vcd"");
		$dumpvars(0, CLA_8_tb);
		
		in1 = 8'b00000001;
		in2 = 8'b00000010;
		cin = 1'b0;
		
		#10 in1 = 8'b00000100;
		in2 = 8'b00001000;
		cin = 1'b0;
		
		#10 in1 = 8'b00010000;
		in2 = 8'b00100000;
		cin = 1'b0;
		
		#10 in1 = 8'b00100100;
		in2 = 8'b01000000;
		cin = 1'b0;
		
		#10 in1 = 8'b00100100;
		in2 = 8'b01000000;
		cin = 1'b1;
		
		#10 in1 = 8'b00100100;
		in2 = 8'b01000000;
		cin = 1'b0;
		
		#10 in1 = 8'b00100100;
		in2 = 8'b01000000;
		cin = 1'b1;
		
		#10 in1 = 8'b00100100;
		in2 = 8'b01000000;
		cin = 1'b0;
		
		#10 in1 = 8'b00100100;
		in2 = 8'b01000000;
		cin = 1'b1;
		
		#10 in1 = 8'b00100100;
		in2 = 8'b01000000;
		cin = 1'b0;
		
		#10 in1 = 8'b00100100;
		in2 = 8'b01000000;
		cin = 1'b1;
		
		#10 in1 = 8'b00100100;
		in2 = 8'b01000000;
		cin = 1'b0;
		
		#10 in1 = 8'b00100100;
		in2 = 8'b01000000;
		cin = 1'b1;
		
		#10 in1 = 8'b00100100;
		in2 = 8'b01000000;
		cin = 1'b0;
		
		#10 in1 = 8'b00100100;
		in2 ="
N/A,N/A,-1,45.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);                             
  wire c1, c2, c3, c4, c5, c6, c7;
  wire [7:0] sum;
  
  or(c1, in1[0], in2[0]);
  or(c2, in1[1], in2[1]);
  or(c3, in1[2], in2[2]);
  or(c4, in1[3], in2[3]);
  or(c5, in1[4], in2[4]);
  or(c6, in1[5], in2[5]);
  or(c7, in1[6], in2[6]);
  or(cout, c1, c2, c3, c4, c5, c6, c7);
  
  adder_4 a1(sum[3:0], c7, in1[3:0], in2[3:0], cin);
  adder_4 a2(sum[7:4], cout, in1[7:4], in2[7:4], c7);
endmodule

module adder_4(output [3:0] sum,
                      output cout,
                      input [3:0] in1, in2,
                      input cin);                             
  wire c1, c2, c3;
  wire [3:0] sum;
  
  or(c1, in1[0], in2[0]);
  or(c2, in1[1], in2[1]);
  or(c3, in1[2], in2[2]);
  or(cout, c1, c2, c3);
  
  adder_2 a1(sum[1:0], c3, in1[1:0], in2[1:0], cin);
  adder_2 a2(sum[3:2], cout, in1[3:2], in2[3:2], c3);
endmodule

module adder_2(output [1:0] sum,
                      output cout,
                      input [1:0] in1, in2,
                      input cin);                             
  wire c1, c2;
  wire [1:0] sum;
  
  or(c1, in1[0], in2[0]);
  or(c2, in1[1], in2[1]);
  or(cout, c1, c2);
  
  adder_1 a1(sum[0], c1, in1[0], in2[0], cin);
  adder_1 a2(sum[1], cout, in1[1], in2[1], c1);
endmodule

module adder_1(output sum,
                      output cout,
                      input in1, in2,
                      input cin);                             
  wire c1;
  wire [1:0] sum;
  
  or(c1, in1, in2);
  or(cout, c1, cin);
  
  adder_0 a1(sum[0], c1, in1, in2, cin);
endmodule

module adder_0(output sum,
                      output cout,
                      input in1, in2,
                      input cin);                             
  wire c1;
  wire [1:0] sum;
  
  or(c1, in1, in2);
  or(cout, c1, cin);
  
  adder_0 a1(sum[0], c1, in1, in2, cin);
endmodule"
N/A,N/A,-0.5,46.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);
	wire [7:0] carry;
	full_adder_8 fa0(sum[0], carry[0], in1[0], in2[0], cin);
	full_adder_8 fa1(sum[1], carry[1], in1[1], in2[1], carry[0]);
	full_adder_8 fa2(sum[2], carry[2], in1[2], in2[2], carry[1]);
	full_adder_8 fa3(sum[3], carry[3], in1[3], in2[3], carry[2]);
	full_adder_8 fa4(sum[4], carry[4], in1[4], in2[4], carry[3]);
	full_adder_8 fa5(sum[5], carry[5], in1[5], in2[5], carry[4]);
	full_adder_8 fa6(sum[6], carry[6], in1[6], in2[6], carry[5]);
	full_adder_8 fa7(sum[7], cout, in1[7], in2[7], carry[6]);
endmodule

module full_adder_8(output sum,
                     output cout,
                     input in1, in2, cin);
	wire a, b, c, d, e, f, g;
	xor(a, in1, in2);
	xor(sum, a, cin);
	and(b, a, cin);
	and(c, in1, in2);
	and(d, in1, in2);
	and(e, in1, cin);
	and(f, in2, cin);
	or(cout, b, c);
	or(c, d, e);
	or(cout, c, f);
endmodule"
N/A,N/A,-0.5,47.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);

    wire [7:0] sum;
    wire cout;
    wire [7:0] in1;
    wire [7:0] in2;
    wire cin;

    decoder_8 decoder(sum, cout, in1, in2, cin);

endmodule

module decoder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);

    wire [7:0] sum;
    wire cout;
    wire [7:0] in1;
    wire [7:0] in2;
    wire cin;

    assign sum = in1 ^ in2;
    assign cout = cin & (in1 ^ in2);

endmodule"
79.534,345.76,0.12748010013219704,48.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);
assign {cout, sum} = in1 + in2 + cin;
endmodule"
79.534,345.76,0.12748010013219704,49.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);
assign {cout, sum} = in1 + in2 + cin;
endmodule"
79.534,345.76,0.12748010013219704,50.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);
assign {cout, sum} = in1 + in2 + cin;
endmodule"
79.534,345.76,0.12748010013219704,51.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);
assign {cout, sum} = in1 + in2 + cin;
endmodule"
N/A,N/A,-1,52.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);
    wire [7:0] sum;
    wire cout;
    wire [7:0] in1;
    wire [7:0] in2;
    wire cin;
    CLA_8 adder(sum, cout, in1, in2, cin);
endmodule

dadda_8 adder_8(sum, cout, in1, in2, cin);

Hex_Disp disp(Hex_Disp_in, Hex_Disp_out);

endmodule"
79.534,345.76,0.12748010013219704,53.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);
assign {cout, sum} = in1 + in2 + cin;
endmodule"
N/A,N/A,-1,54.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);
assign cout = c[7];
assign sum = s[7] + in1 + in2 + c[7];

eight_bit_ripple_adder adder_1(s[0], c[0], in1[0], in2[0], cin);
eight_bit_ripple_adder adder_2(s[1], c[1], in1[1], in2[1], c[0]);
eight_bit_ripple_adder adder_3(s[2], c[2], in1[2], in2[2], c[1]);
eight_bit_ripple_adder adder_4(s[3], c[3], in1[3], in2[3], c[2]);
eight_bit_ripple_adder adder_5(s[4], c[4], in1[4], in2[4], c[3]);
eight_bit_ripple_adder adder_6(s[5], c[5], in1[5], in2[5], c[4]);
eight_bit_ripple_adder adder_7(s[6], c[6], in1[6], in2[6], c[5]);
eight_bit_ripple_adder adder_8(s[7], cout, in1[7], in2[7], c[6]);

endmodule

module eight_bit_ripple_adder(output [7:0] sum,
                               output cout,
                               input in1, in2, cin);

wire c1, c2, c3, c4, c5, c6, c7;

ripple_carry_adder adder_1(sum[0], c1, in1, in2, cin);
ripple_carry_adder adder_2(sum[1], c2, in1, in2, c1);
ripple_carry_adder adder_3(sum[2], c3, in1, in2, c2);
ripple_carry_adder adder_4(sum[3], c4, in1, in2, c3);
ripple_carry_adder adder_5(sum[4], c5, in1, in2, c4);
ripple_carry_adder adder_6(sum[5], c6, in1, in2, c5);
ripple_carry_adder adder_7(sum[6], c7, in1, in2, c6);
ripple_carry_adder adder_8(sum[7], cout, in1, in2, c7);

endmodule

module ripple_carry_adder(output [7:0] sum,
                          output cout,
                          input in1, in2, cin);

wire c1, c2, c3, c4, c5, c6, c7;

full_adder adder_1(sum[0], c1, in1, in2, cin);
full_adder adder_2(sum[1], c2, in1, in2, c1);
full_adder adder_3(sum[2], c3, in1, in2, c2);
full_adder adder_4(sum[3], c4, in1, in2, c3);
full_adder adder_5(sum[4], c5, in1, in2, c4);
full_adder adder_6(sum[5], c6, in1, in2, c5);
full_adder adder_7(sum[6], c7, in1, in2, c6);
full_adder adder_8(sum[7], cout, in1, in2, c7);

endmodule

module full_adder(output sum,
                  output cout,
                  input in1, in2, cin);

wire xor1, and1, and2;

xor(xor1, in1, in2);
xor(sum, xor1, cin);

and(and1, xor1, cin);
and(and2, in1, in2);
or(cout, and1, and2);

endmodule"
N/A,N/A,-1,55.0,1,"//Design an 8-bit adder.
//There are two 8 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are an 8 bit value, [7:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_8(output [7:0] sum,
                      output cout,
                      input [7:0] in1, in2,
                      input cin);
              
//Definition for Variables in the module
wire [7:0] sum;
wire cout;
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
